puzzleid,functions,function_lengths,paint
1818,2,"['-sublen4', '-sublen2']",[1]
1817,5,"['-sublen4', '-sublen4', '-sublen3', '-sublen2', '-sublen4']",[0]
1816,5,"['-sublen4', '-sublen4', '-sublen3', '-sublen2', '-sublen4']",[0]
1815,3,"['-sublen8', '-sublen5', '-sublen3']",[0]
1814,5,"['-sublen10', '-sublen6', '-sublen6', '-sublen5', '-sublen5']",[1]
1813,1,['-sublen6'],[1]
1812,3,"['-sublen4', '-sublen5', '-sublen2']",[1]
1811,1,['-sublen5'],[1]
1810,1,['-sublen4'],[0]
1809,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen5']",[0]
1808,3,"['-sublen10', '-sublen10', '-sublen2']",[0]
1807,1,['-sublen4'],[0]
1806,4,"['-sublen4', '-sublen4', '-sublen4', '-sublen3']",[0]
1805,5,"['-sublen10', '-sublen8', '-sublen8', '-sublen8', '-sublen2']",[0]
1804,2,"['-sublen5', '-sublen5']",[0]
1803,2,"['-sublen5', '-sublen2']",[1]
1802,4,"['-sublen7', '-sublen4', '-sublen7', '-sublen3']",[0]
1801,4,"['-sublen7', '-sublen5', '-sublen3', '-sublen3']",[0]
1800,3,"['-sublen5', '-sublen4', '-sublen4']",[1]
1799,2,"['-sublen5', '-sublen5']",[1]
1798,5,"['-sublen4', '-sublen4', '-sublen3', '-sublen2', '-sublen2']",[1]
1797,5,"['-sublen4', '-sublen4', '-sublen2', '-sublen3', '-sublen2']",[1]
1796,1,['-sublen9'],[0]
1795,4,"['-sublen9', '-sublen4', '-sublen2', '-sublen3']",[0]
1794,1,['-sublen8'],[0]
1793,5,"['-sublen8', '-sublen6', '-sublen6', '-sublen5', '-sublen5']",[0]
1792,1,['-sublen10'],[0]
1791,5,"['-sublen6', '-sublen6', '-sublen8', '-sublen2', '-sublen6']",[0]
1790,2,"['-sublen7', '-sublen5']",[0]
1789,4,"['-sublen6', '-sublen6', '-sublen2', '-sublen2']",[0]
1788,3,"['-sublen5', '-sublen5', '-sublen4']",[0]
1787,2,"['-sublen5', '-sublen3']",[0]
1786,1,['-sublen5'],[1]
1785,2,"['-sublen5', '-sublen10']",[0]
1784,2,"['-sublen7', '-sublen7']",[0]
1783,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
1782,2,"['-sublen4', '-sublen4']",[0]
1781,3,"['-sublen9', '-sublen4', '-sublen2']",[0]
1780,3,"['-sublen8', '-sublen7', '-sublen7']",[0]
1779,3,"['-sublen4', '-sublen3', '-sublen2']",[0]
1778,1,['-sublen6'],[0]
1777,1,['-sublen5'],[0]
1776,2,"['-sublen3', '-sublen6']",[0]
1775,2,"['-sublen2', '-sublen4']",[0]
1774,1,['-sublen5'],[0]
1773,4,"['-sublen1', '-sublen2', '-sublen3', '-sublen4']",[0]
1772,2,"['-sublen6', '-sublen3']",[1]
1771,2,"['-sublen2', '-sublen5']",[0]
1770,5,"['-sublen5', '-sublen6', '-sublen4', '-sublen4', '-sublen2']",[0]
1769,5,"['-sublen5', '-sublen6', '-sublen4', '-sublen4', '-sublen2']",[0]
1768,5,"['-sublen6', '-sublen8', '-sublen5', '-sublen4', '-sublen2']",[1]
1767,2,"['-sublen5', '-sublen7']",[0]
1766,5,"['-sublen3', '-sublen5', '-sublen4', '-sublen4', '-sublen2']",[0]
1765,2,"['-sublen7', '-sublen5']",[0]
1764,3,"['-sublen3', '-sublen6', '-sublen3']",[0]
1763,3,"['-sublen6', '-sublen4', '-sublen4']",[1]
1762,1,['-sublen7'],[0]
1761,3,"['-sublen9', '-sublen4', '-sublen4']",[0]
1760,3,"['-sublen5', '-sublen5', '-sublen5']",[1]
1759,5,"['-sublen5', '-sublen5', '-sublen9', '-sublen4', '-sublen5']",[0]
1758,5,"['-sublen5', '-sublen5', '-sublen8', '-sublen4', '-sublen5']",[0]
1757,5,"['-sublen6', '-sublen9', '-sublen4', '-sublen2', '-sublen2']",[0]
1756,2,"['-sublen5', '-sublen4']",[0]
1755,4,"['-sublen10', '-sublen3', '-sublen2', '-sublen2']",[0]
1754,4,"['-sublen10', '-sublen3', '-sublen4', '-sublen4']",[0]
1753,1,['-sublen6'],[1]
1752,1,['-sublen5'],[0]
1751,2,"['-sublen7', '-sublen3']",[0]
1750,1,['-sublen7'],[0]
1749,1,['-sublen7'],[0]
1748,1,['-sublen5'],[1]
1747,1,['-sublen6'],[0]
1746,1,['-sublen5'],[0]
1745,2,"['-sublen3', '-sublen10']",[0]
1744,2,"['-sublen5', '-sublen2']",[0]
1743,1,['-sublen8'],[0]
1742,2,"['-sublen4', '-sublen4']",[0]
1741,2,"['-sublen4', '-sublen5']",[0]
1740,5,"['-sublen7', '-sublen3', '-sublen2', '-sublen2', '-sublen2']",[0]
1739,2,"['-sublen6', '-sublen10']",[0]
1738,1,['-sublen5'],[1]
1737,4,"['-sublen3', '-sublen5', '-sublen3', '-sublen2']",[0]
1736,1,['-sublen8'],[0]
1735,1,['-sublen8'],[0]
1734,3,"['-sublen3', '-sublen6', '-sublen2']",[0]
1733,1,['-sublen6'],[0]
1732,4,"['-sublen7', '-sublen2', '-sublen3', '-sublen3']",[0]
1731,3,"['-sublen4', '-sublen5', '-sublen4']",[0]
1730,1,['-sublen5'],[0]
1729,3,"['-sublen3', '-sublen5', '-sublen5']",[0]
1728,4,"['-sublen4', '-sublen4', '-sublen4', '-sublen4']",[0]
1727,5,"['-sublen3', '-sublen4', '-sublen3', '-sublen3', '-sublen4']",[0]
1726,1,['-sublen5'],[0]
1725,1,['-sublen5'],[0]
1724,1,['-sublen5'],[0]
1723,1,['-sublen7'],[1]
1722,2,"['-sublen6', '-sublen7']",[0]
1721,3,"['-sublen5', '-sublen5', '-sublen3']",[0]
1720,2,"['-sublen10', '-sublen2']",[0]
1719,1,['-sublen6'],[0]
1718,2,"['-sublen5', '-sublen6']",[0]
1717,1,['-sublen5'],[0]
1716,1,['-sublen4'],[1]
1715,1,['-sublen5'],[0]
1714,1,['-sublen4'],[0]
1713,3,"['-sublen8', '-sublen2', '-sublen7']",[0]
1712,3,"['-sublen8', '-sublen2', '-sublen7']",[0]
1711,1,['-sublen4'],[0]
1710,2,"['-sublen2', '-sublen5']",[0]
1709,5,"['-sublen3', '-sublen3', '-sublen3', '-sublen4', '-sublen2']",[0]
1708,2,"['-sublen8', '-sublen8']",[0]
1707,1,['-sublen5'],[0]
1706,4,"['-sublen10', '-sublen10', '-sublen5', '-sublen5']",[0]
1705,1,['-sublen6'],[0]
1704,1,['-sublen3'],[0]
1703,1,['-sublen3'],[0]
1702,1,['-sublen4'],[1]
1701,2,"['-sublen6', '-sublen4']",[0]
1700,4,"['-sublen6', '-sublen6', '-sublen6', '-sublen3']",[0]
1699,3,"['-sublen6', '-sublen2', '-sublen2']",[0]
1698,1,['-sublen4'],[0]
1697,1,['-sublen6'],[0]
1696,5,"['-sublen4', '-sublen3', '-sublen3', '-sublen3', '-sublen2']",[0]
1695,1,['-sublen3'],[0]
1694,2,"['-sublen6', '-sublen4']",[0]
1693,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
1692,1,['-sublen3'],[0]
1691,1,['-sublen10'],[0]
1690,2,"['-sublen3', '-sublen5']",[0]
1689,2,"['-sublen10', '-sublen10']",[0]
1688,1,['-sublen8'],[1]
1687,5,"['-sublen5', '-sublen7', '-sublen3', '-sublen3', '-sublen2']",[0]
1686,2,"['-sublen10', '-sublen10']",[0]
1685,1,['-sublen3'],[0]
1684,1,['-sublen5'],[0]
1683,4,"['-sublen5', '-sublen10', '-sublen6', '-sublen5']",[0]
1682,4,"['-sublen7', '-sublen7', '-sublen7', '-sublen7']",[0]
1681,1,['-sublen6'],[0]
1680,2,"['-sublen5', '-sublen5']",[0]
1679,3,"['-sublen5', '-sublen2', '-sublen4']",[0]
1678,1,['-sublen10'],[0]
1677,2,"['-sublen4', '-sublen7']",[0]
1676,2,"['-sublen4', '-sublen4']",[0]
1675,2,"['-sublen4', '-sublen7']",[0]
1674,2,"['-sublen3', '-sublen7']",[0]
1673,1,['-sublen8'],[0]
1672,2,"['-sublen2', '-sublen7']",[0]
1671,1,['-sublen7'],[0]
1670,2,"['-sublen4', '-sublen6']",[1]
1669,2,"['-sublen10', '-sublen7']",[0]
1668,2,"['-sublen5', '-sublen5']",[0]
1667,1,['-sublen4'],[1]
1666,1,['-sublen6'],[0]
1665,2,"['-sublen10', '-sublen10']",[0]
1664,3,"['-sublen3', '-sublen3', '-sublen4']",[0]
1663,4,"['-sublen7', '-sublen5', '-sublen7', '-sublen5']",[0]
1662,4,"['-sublen3', '-sublen5', '-sublen4', '-sublen2']",[0]
1661,3,"['-sublen4', '-sublen6', '-sublen2']",[1]
1660,2,"['-sublen5', '-sublen6']",[1]
1659,2,"['-sublen5', '-sublen3']",[0]
1658,1,['-sublen6'],[1]
1657,4,"['-sublen7', '-sublen6', '-sublen2', '-sublen2']",[0]
1656,5,"['-sublen5', '-sublen5', '-sublen6', '-sublen7', '-sublen10']",[0]
1655,2,"['-sublen10', '-sublen10']",[0]
1654,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
1653,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
1652,3,"['-sublen4', '-sublen8', '-sublen2']",[0]
1651,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
1650,3,"['-sublen4', '-sublen6', '-sublen2']",[0]
1649,4,"['-sublen7', '-sublen8', '-sublen7', '-sublen5']",[0]
1648,2,"['-sublen5', '-sublen5']",[0]
1647,3,"['-sublen3', '-sublen5', '-sublen3']",[0]
1646,3,"['-sublen3', '-sublen3', '-sublen3']",[0]
1645,5,"['-sublen2', '-sublen3', '-sublen3', '-sublen3', '-sublen2']",[1]
1644,1,['-sublen4'],[0]
1643,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
1642,2,"['-sublen6', '-sublen4']",[0]
1641,5,"['-sublen10', '-sublen10', '-sublen5', '-sublen5', '-sublen5']",[0]
1640,2,"['-sublen4', '-sublen4']",[0]
1639,1,['-sublen7'],[1]
1638,2,"['-sublen4', '-sublen4']",[0]
1637,2,"['-sublen4', '-sublen2']",[0]
1636,3,"['-sublen4', '-sublen5', '-sublen2']",[0]
1635,2,"['-sublen10', '-sublen2']",[0]
1634,4,"['-sublen4', '-sublen3', '-sublen2', '-sublen2']",[0]
1633,3,"['-sublen5', '-sublen5', '-sublen2']",[1]
1632,4,"['-sublen5', '-sublen5', '-sublen10', '-sublen10']",[0]
1631,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
1630,5,"['-sublen6', '-sublen7', '-sublen8', '-sublen9', '-sublen10']",[1]
1629,1,['-sublen6'],[1]
1628,2,"['-sublen5', '-sublen5']",[1]
1627,5,"['-sublen6', '-sublen7', '-sublen8', '-sublen9', '-sublen10']",[0]
1626,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen5']",[0]
1625,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
1624,1,['-sublen4'],[0]
1623,3,"['-sublen10', '-sublen10', '-sublen5']",[0]
1622,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
1621,4,"['-sublen5', '-sublen5', '-sublen10', '-sublen5']",[0]
1620,1,['-sublen1'],[0]
1619,4,"['-sublen5', '-sublen4', '-sublen3', '-sublen3']",[0]
1618,1,['-sublen7'],[1]
1617,4,"['-sublen5', '-sublen10', '-sublen5', '-sublen5']",[1]
1616,1,['-sublen10'],[1]
1615,3,"['-sublen10', '-sublen6', '-sublen2']",[1]
1614,3,"['-sublen6', '-sublen3', '-sublen3']",[0]
1613,4,"['-sublen4', '-sublen4', '-sublen4', '-sublen4']",[1]
1612,5,"['-sublen4', '-sublen4', '-sublen4', '-sublen4', '-sublen4']",[0]
1611,3,"['-sublen8', '-sublen3', '-sublen3']",[1]
1610,3,"['-sublen10', '-sublen4', '-sublen4']",[0]
1609,1,['-sublen1'],[0]
1608,5,"['-sublen7', '-sublen7', '-sublen7', '-sublen7', '-sublen7']",[0]
1607,2,"['-sublen3', '-sublen10']",[0]
1606,1,['-sublen10'],[0]
1605,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
1604,4,"['-sublen5', '-sublen5', '-sublen7', '-sublen2']",[0]
1603,1,['-sublen10'],[0]
1602,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
1601,1,['-sublen3'],[0]
1600,2,"['-sublen7', '-sublen3']",[0]
1599,4,"['-sublen6', '-sublen3', '-sublen3', '-sublen2']",[0]
1598,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
1597,2,"['-sublen4', '-sublen4']",[1]
1596,1,['-sublen6'],[0]
1595,1,['-sublen8'],[0]
1594,1,['-sublen8'],[0]
1593,1,['-sublen4'],[0]
1592,1,['-sublen8'],[1]
1591,1,['-sublen7'],[1]
1590,2,"['-sublen4', '-sublen4']",[1]
1589,2,"['-sublen6', '-sublen4']",[1]
1588,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
1587,5,"['-sublen5', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[0]
1586,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
1585,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
1584,5,"['-sublen5', '-sublen5', '-sublen8', '-sublen8', '-sublen10']",[0]
1583,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
1582,3,"['-sublen3', '-sublen5', '-sublen2']",[0]
1581,2,"['-sublen10', '-sublen10']",[0]
1580,1,['-sublen4'],[0]
1579,1,['-sublen5'],[0]
1578,1,['-sublen9'],[0]
1577,2,"['-sublen3', '-sublen8']",[0]
1576,1,['-sublen5'],[0]
1575,3,"['-sublen6', '-sublen10', '-sublen2']",[1]
1574,2,"['-sublen6', '-sublen9']",[1]
1573,2,"['-sublen10', '-sublen10']",[0]
1572,3,"['-sublen5', '-sublen2', '-sublen2']",[0]
1571,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
1570,5,"['-sublen3', '-sublen4', '-sublen3', '-sublen3', '-sublen3']",[0]
1569,2,"['-sublen6', '-sublen2']",[0]
1568,3,"['-sublen3', '-sublen10', '-sublen10']",[0]
1567,2,"['-sublen2', '-sublen4']",[0]
1566,2,"['-sublen5', '-sublen5']",[0]
1565,2,"['-sublen10', '-sublen2']",[0]
1564,2,"['-sublen7', '-sublen2']",[0]
1563,4,"['-sublen6', '-sublen3', '-sublen2', '-sublen2']",[0]
1562,2,"['-sublen3', '-sublen6']",[0]
1561,3,"['-sublen10', '-sublen5', '-sublen5']",[0]
1560,1,['-sublen5'],[0]
1559,2,"['-sublen5', '-sublen5']",[0]
1558,3,"['-sublen5', '-sublen6', '-sublen7']",[0]
1557,5,"['-sublen3', '-sublen2', '-sublen2', '-sublen2', '-sublen2']",[1]
1556,4,"['-sublen9', '-sublen9', '-sublen9', '-sublen3']",[0]
1555,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
1554,1,['-sublen4'],[0]
1553,3,"['-sublen4', '-sublen4', '-sublen3']",[0]
1552,2,"['-sublen5', '-sublen6']",[0]
1551,3,"['-sublen5', '-sublen7', '-sublen3']",[0]
1550,3,"['-sublen5', '-sublen10', '-sublen10']",[0]
1549,5,"['-sublen5', '-sublen4', '-sublen2', '-sublen2', '-sublen2']",[0]
1548,1,['-sublen6'],[0]
1547,2,"['-sublen6', '-sublen6']",[1]
1546,3,"['-sublen5', '-sublen3', '-sublen2']",[0]
1545,5,"['-sublen7', '-sublen5', '-sublen4', '-sublen3', '-sublen3']",[0]
1544,5,"['-sublen7', '-sublen5', '-sublen4', '-sublen3', '-sublen3']",[0]
1543,4,"['-sublen6', '-sublen5', '-sublen4', '-sublen3']",[0]
1542,4,"['-sublen5', '-sublen10', '-sublen5', '-sublen5']",[0]
1541,2,"['-sublen4', '-sublen6']",[0]
1540,2,"['-sublen10', '-sublen10']",[1]
1539,2,"['-sublen4', '-sublen4']",[1]
1538,4,"['-sublen4', '-sublen4', '-sublen2', '-sublen2']",[1]
1537,2,"['-sublen5', '-sublen5']",[0]
1536,1,['-sublen8'],[0]
1535,4,"['-sublen4', '-sublen7', '-sublen4', '-sublen4']",[1]
1534,5,"['-sublen4', '-sublen7', '-sublen4', '-sublen4', '-sublen2']",[1]
1533,1,['-sublen6'],[0]
1532,5,"['-sublen5', '-sublen10', '-sublen5', '-sublen5', '-sublen5']",[1]
1531,1,['-sublen6'],[1]
1530,1,['-sublen6'],[1]
1529,4,"['-sublen4', '-sublen4', '-sublen3', '-sublen3']",[0]
1528,5,"['-sublen10', '-sublen5', '-sublen4', '-sublen2', '-sublen5']",[0]
1527,3,"['-sublen3', '-sublen3', '-sublen10']",[0]
1526,5,"['-sublen7', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
1525,5,"['-sublen3', '-sublen4', '-sublen6', '-sublen2', '-sublen3']",[0]
1524,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
1523,3,"['-sublen10', '-sublen5', '-sublen5']",[0]
1522,1,['-sublen6'],[1]
1521,1,['-sublen10'],[0]
1520,5,"['-sublen3', '-sublen5', '-sublen3', '-sublen5', '-sublen3']",[0]
1519,3,"['-sublen10', '-sublen4', '-sublen4']",[0]
1518,5,"['-sublen4', '-sublen4', '-sublen4', '-sublen4', '-sublen5']",[0]
1517,1,['-sublen5'],[0]
1516,5,"['-sublen5', '-sublen10', '-sublen5', '-sublen5', '-sublen5']",[0]
1515,2,"['-sublen5', '-sublen4']",[0]
1514,4,"['-sublen5', '-sublen10', '-sublen5', '-sublen5']",[0]
1513,5,"['-sublen5', '-sublen10', '-sublen5', '-sublen5', '-sublen5']",[0]
1512,4,"['-sublen5', '-sublen6', '-sublen5', '-sublen6']",[0]
1511,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
1510,4,"['-sublen6', '-sublen7', '-sublen8', '-sublen9']",[0]
1509,2,"['-sublen5', '-sublen5']",[0]
1508,2,"['-sublen5', '-sublen6']",[0]
1507,2,"['-sublen4', '-sublen5']",[0]
1506,2,"['-sublen4', '-sublen4']",[0]
1505,4,"['-sublen5', '-sublen3', '-sublen3', '-sublen2']",[0]
1504,2,"['-sublen3', '-sublen4']",[0]
1503,3,"['-sublen3', '-sublen3', '-sublen3']",[1]
1502,2,"['-sublen5', '-sublen5']",[0]
1501,2,"['-sublen4', '-sublen4']",[0]
1500,3,"['-sublen4', '-sublen7', '-sublen5']",[0]
1499,2,"['-sublen10', '-sublen8']",[1]
1498,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
1497,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
1496,5,"['-sublen7', '-sublen8', '-sublen2', '-sublen2', '-sublen7']",[0]
1495,3,"['-sublen6', '-sublen6', '-sublen6']",[0]
1494,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
1493,3,"['-sublen4', '-sublen3', '-sublen4']",[0]
1492,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
1490,3,"['-sublen3', '-sublen7', '-sublen4']",[0]
1489,2,"['-sublen8', '-sublen2']",[1]
1488,3,"['-sublen4', '-sublen10', '-sublen9']",[0]
1487,1,['-sublen8'],[1]
1486,1,['-sublen5'],[0]
1485,1,['-sublen8'],[0]
1484,3,"['-sublen8', '-sublen7', '-sublen4']",[1]
1483,4,"['-sublen4', '-sublen3', '-sublen3', '-sublen3']",[0]
1482,5,"['-sublen9', '-sublen4', '-sublen9', '-sublen2', '-sublen5']",[0]
1481,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
1480,2,"['-sublen5', '-sublen4']",[0]
1479,3,"['-sublen10', '-sublen3', '-sublen3']",[0]
1478,2,"['-sublen2', '-sublen3']",[0]
1477,2,"['-sublen2', '-sublen3']",[0]
1476,2,"['-sublen6', '-sublen3']",[0]
1475,2,"['-sublen2', '-sublen5']",[0]
1474,2,"['-sublen5', '-sublen5']",[0]
1473,5,"['-sublen3', '-sublen4', '-sublen3', '-sublen3', '-sublen3']",[0]
1472,2,"['-sublen5', '-sublen10']",[0]
1471,2,"['-sublen5', '-sublen5']",[0]
1470,5,"['-sublen6', '-sublen3', '-sublen3', '-sublen3', '-sublen2']",[0]
1469,2,"['-sublen5', '-sublen5']",[0]
1468,3,"['-sublen10', '-sublen4', '-sublen4']",[0]
1467,5,"['-sublen8', '-sublen3', '-sublen3', '-sublen2', '-sublen2']",[0]
1466,4,"['-sublen5', '-sublen3', '-sublen3', '-sublen2']",[0]
1465,3,"['-sublen5', '-sublen10', '-sublen5']",[0]
1464,3,"['-sublen3', '-sublen4', '-sublen2']",[0]
1463,3,"['-sublen6', '-sublen6', '-sublen6']",[0]
1462,4,"['-sublen5', '-sublen3', '-sublen4', '-sublen4']",[0]
1461,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
1460,4,"['-sublen5', '-sublen3', '-sublen4', '-sublen4']",[0]
1459,2,"['-sublen2', '-sublen3']",[0]
1458,3,"['-sublen9', '-sublen4', '-sublen2']",[0]
1457,2,"['-sublen5', '-sublen5']",[0]
1456,2,"['-sublen7', '-sublen3']",[0]
1455,3,"['-sublen6', '-sublen5', '-sublen5']",[0]
1454,2,"['-sublen5', '-sublen3']",[1]
1453,2,"['-sublen7', '-sublen7']",[0]
1452,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
1451,2,"['-sublen5', '-sublen5']",[0]
1450,4,"['-sublen3', '-sublen3', '-sublen2', '-sublen2']",[0]
1449,2,"['-sublen6', '-sublen7']",[1]
1448,2,"['-sublen2', '-sublen3']",[0]
1447,3,"['-sublen4', '-sublen5', '-sublen4']",[0]
1446,3,"['-sublen5', '-sublen5', '-sublen2']",[0]
1445,5,"['-sublen9', '-sublen8', '-sublen7', '-sublen4', '-sublen2']",[1]
1444,4,"['-sublen2', '-sublen5', '-sublen3', '-sublen3']",[0]
1443,4,"['-sublen5', '-sublen5', '-sublen3', '-sublen2']",[0]
1442,4,"['-sublen5', '-sublen4', '-sublen4', '-sublen2']",[0]
1441,3,"['-sublen4', '-sublen4', '-sublen3']",[0]
1440,1,['-sublen10'],[0]
1439,1,['-sublen10'],[0]
1438,3,"['-sublen4', '-sublen4', '-sublen2']",[0]
1437,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
1435,5,"['-sublen10', '-sublen6', '-sublen10', '-sublen5', '-sublen6']",[0]
1434,1,['-sublen10'],[0]
1433,2,"['-sublen3', '-sublen4']",[0]
1432,2,"['-sublen10', '-sublen4']",[0]
1431,2,"['-sublen7', '-sublen3']",[0]
1430,2,"['-sublen7', '-sublen2']",[0]
1429,1,['-sublen10'],[0]
1428,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
1427,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
1426,1,['-sublen10'],[0]
1425,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
1424,1,['-sublen9'],[0]
1423,1,['-sublen5'],[1]
1422,2,"['-sublen10', '-sublen10']",[0]
1421,2,"['-sublen4', '-sublen4']",[0]
1420,2,"['-sublen7', '-sublen7']",[0]
1419,5,"['-sublen7', '-sublen7', '-sublen7', '-sublen7', '-sublen7']",[0]
1418,5,"['-sublen7', '-sublen7', '-sublen7', '-sublen7', '-sublen7']",[0]
1417,2,"['-sublen8', '-sublen8']",[0]
1416,2,"['-sublen10', '-sublen5']",[0]
1415,5,"['-sublen10', '-sublen3', '-sublen3', '-sublen5', '-sublen3']",[1]
1414,4,"['-sublen4', '-sublen4', '-sublen7', '-sublen7']",[1]
1413,4,"['-sublen4', '-sublen4', '-sublen7', '-sublen7']",[1]
1412,2,"['-sublen8', '-sublen3']",[0]
1411,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
1410,3,"['-sublen7', '-sublen5', '-sublen10']",[1]
1409,4,"['-sublen4', '-sublen6', '-sublen7', '-sublen5']",[1]
1408,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
1407,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
1406,1,['-sublen7'],[0]
1405,2,"['-sublen4', '-sublen4']",[0]
1404,2,"['-sublen4', '-sublen4']",[0]
1403,4,"['-sublen7', '-sublen5', '-sublen5', '-sublen5']",[0]
1402,4,"['-sublen10', '-sublen5', '-sublen7', '-sublen3']",[1]
1401,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
1400,2,"['-sublen10', '-sublen10']",[1]
1399,1,['-sublen4'],[0]
1398,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
1397,1,['-sublen6'],[1]
1396,1,['-sublen3'],[0]
1395,5,"['-sublen4', '-sublen4', '-sublen8', '-sublen8', '-sublen4']",[0]
1394,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
1393,2,"['-sublen10', '-sublen10']",[0]
1392,1,['-sublen10'],[1]
1391,2,"['-sublen4', '-sublen5']",[0]
1390,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
1389,5,"['-sublen5', '-sublen10', '-sublen5', '-sublen10', '-sublen5']",[1]
1388,1,['-sublen9'],[1]
1387,1,['-sublen6'],[1]
1386,1,['-sublen6'],[1]
1385,1,['-sublen9'],[1]
1384,1,['-sublen9'],[1]
1383,2,"['-sublen10', '-sublen10']",[0]
1382,2,"['-sublen10', '-sublen10']",[0]
1381,2,"['-sublen3', '-sublen8']",[0]
1380,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
1379,1,['-sublen7'],[1]
1378,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen5']",[0]
1377,2,"['-sublen5', '-sublen10']",[0]
1376,2,"['-sublen10', '-sublen10']",[0]
1375,2,"['-sublen10', '-sublen10']",[1]
1374,5,"['-sublen5', '-sublen2', '-sublen2', '-sublen9', '-sublen4']",[0]
1373,3,"['-sublen3', '-sublen4', '-sublen5']",[0]
1372,2,"['-sublen10', '-sublen10']",[0]
1371,1,['-sublen5'],[1]
1370,2,"['-sublen2', '-sublen4']",[0]
1369,2,"['-sublen10', '-sublen5']",[1]
1368,3,"['-sublen5', '-sublen5', '-sublen5']",[1]
1367,3,"['-sublen5', '-sublen5', '-sublen5']",[1]
1366,3,"['-sublen4', '-sublen6', '-sublen6']",[1]
1365,2,"['-sublen5', '-sublen10']",[0]
1364,4,"['-sublen5', '-sublen10', '-sublen5', '-sublen10']",[0]
1363,4,"['-sublen10', '-sublen5', '-sublen5', '-sublen5']",[1]
1362,5,"['-sublen6', '-sublen6', '-sublen6', '-sublen6', '-sublen6']",[1]
1361,2,"['-sublen6', '-sublen6']",[1]
1360,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
1359,3,"['-sublen4', '-sublen8', '-sublen6']",[0]
1358,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
1357,5,"['-sublen10', '-sublen5', '-sublen6', '-sublen4', '-sublen5']",[0]
1356,2,"['-sublen5', '-sublen10']",[1]
1355,2,"['-sublen10', '-sublen10']",[0]
1354,2,"['-sublen10', '-sublen4']",[1]
1353,2,"['-sublen5', '-sublen4']",[1]
1352,1,['-sublen4'],[1]
1351,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
1350,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
